reviewer_name,review_time,review,hotel_name
Muhammad Hashim,3 months ago on,"Exceeded all my expectations! The luxurious accommodations, impeccable service, and attention to detail made my stay truly memorable. The central location also made it convenient for exploring the city. I highly recommend this hotel for a delightful and comfortable experience in Lahore.",Indigo Hotel lahore
Aftab Hassan,5 months ago on,"""Exceptional stay at Indigo Heights! Impeccable service, luxurious accommodations, and breathtaking views. From the moment we arrived, the staff went above and beyond to make our experience unforgettable. The room was tastefully decorated, …",Indigo Hotel lahore
fashionreplica replica,3 months ago on,"Indigo Heights Hotel and Suites exceeds expectations on every front. Impeccable service, luxurious accommodations, and attention to detail make it a standout choice. From the moment you step in, the ambiance exudes sophistication. …",Indigo Hotel lahore
waseem ahmed,3 months ago on,"Outstanding experience at Indigo Heights! Flawless service, opulent accommodations, and mesmerizing vistas. From the instant of our arrival, the staff demonstrated an unwavering commitment to ensuring our stay was nothing short of …",Indigo Hotel lahore
Inoxent Memon,4 months ago on,"""I had an incredible experience at this high-end hotel! The staff was so friendly and attentive, making me feel like a VIP. The place itself was absolutely stunning, with luxurious amenities and beautiful decor. And let's not forget about …",Indigo Hotel lahore
Muhammad Saad Afzal,2 months ago on,"I absolutely love this place! The staff here are super friendly. From the moment we stepped foot inside, we were treated like royalty by the attentive staff. The food options available on-site were delicious. All in all, my stay was amazing.",Indigo Hotel lahore
Muzammil Aziz,4 months ago on,"""I had a fantastic experience at Indigo Heights Hotel & Suites! The staff was exceptionally welcoming and attentive, making my stay truly enjoyable. The rooms were clean, comfortable, and beautifully designed. The amenities exceeded my …",Indigo Hotel lahore
Sajid Mehmood,3 months ago on,"Extravagant Facilities: The lodging's facilities were downright lavish, with very much designated rooms, rich conveniences, and tender loving care that additional a bit of tastefulness to the whole experience. …",Indigo Hotel lahore
Muhammad Umer,2 months ago on,"Pros: The rooms are clean and comfortable.
Cons: The elevators are slow and can be frustrating. The basement meeting spaces are not ideal. …",Indigo Hotel lahore
Sameer Ali Khan,2 months ago on,"Heyyaa everyone! Just wanted to share my amazing experience at Indigo hotel, From the moment I arrived, the staff made me feel so welcome and went above and beyond to ensure I had a fantastic stay. The rooms were super comfortable and …",Indigo Hotel lahore
Mian Azlan,2 months ago on,"The hotel's amenities are top-notch, with well-appointed rooms that are stylishly designed and equipped with modern conveniences. The dining options are impressive, with a variety of delicious dishes to choose from, catering to diverse …",Indigo Hotel lahore
syed zohrab chishti,3 months ago on,"I loved staying at Indigo Hotel! The place is absolutely beautiful and ideal for any occasion. The food at Kim's restaurant was outstanding, especially the desserts they were so fresh and delicious. It felt like a second home to me, and I …",Indigo Hotel lahore
Babar ali,2 months ago on,"Hotel indigo heights has fantastic modern decor and vibrant ambiance. Dinning at the hotel's restaurant was a highlight, with delicious food served with smile. Overall, a wonderful experience that I would highly recommend to anyone.",Indigo Hotel lahore
TABISH ALI,3 months ago on,"Indigo Heights Hotel and Suites in Lahore is a gem of hospitality, offering impeccable service and luxurious accommodations. From the elegant decor to the attentive staff, every detail exceeds expectations. The dining options are …",Indigo Hotel lahore
Imran H.,4 weeks ago on,Terrible place to visit. Hosted a birthday party for my nephew over high tea on the 17th floor and it was a first hand experience of hell. 45 degrees hot and they had intentionally switched the air conditioners off to reduce their cost. Below average food. Terrible staff. Never going there ever again.,Indigo Hotel lahore
Sameer Ahmed,3 months ago on,"As someone who hasn't had the opportunity to visit the Indigo Heights Hotel in person, I can only share my impressions based on the visuals and information available. From the images I've seen, the Indigo Heights Hotel appears to be a …",Indigo Hotel lahore
Muhammad Naveed,2 months ago on,"""Impeccable service, luxurious accommodations, and a perfect blend of comfort and sophistication await you at our hotel and suites. Experience hospitality at its finest with our range of amenities and personalized attention to ensure your stay is unforgettable.""",Indigo Hotel lahore
Rajab Ali,4 months ago on,One word the place was beautiful and nicely done for  any occusions.Dinner at Kim’s with their vast array of festive menu  desserts were amazing and fresh. My second home here. This is the place I come so often.Really  this Place is …,Indigo Hotel lahore
Ahmed Bilal,3 months ago on,"My stay at Indgeo Hotel was nothing short of exceptional. From the moment I stepped into the lobby, I was greeted with warmth and professionalism. The staff went above and beyond to ensure that my needs were met throughout my stay. …",Indigo Hotel lahore
SYED ALI RAZA SHAH,4 months ago on,"Indigo Heights Hotel & Suites: Exceptional Luxury and Comfort

My recent stay at Indigo Heights Hotel & Suites was truly extraordinary. From …",Indigo Hotel lahore
Azzi Butt,3 months ago on,"I eagerly welcome this place. The staff was really friendly and helpful, making sure I felt completely comfortable. The room was even better than I expected in terms of both comfort and cleanliness, showing the hotel's commitment to maintaining high standards",Indigo Hotel lahore
Noman Ali,2 months ago on,The hotel has a very good ambiance and environment. The scenery is quite apple to the eye. I enjoyed it to the fullest. Overall the stay was smooth and feasible.,Indigo Hotel lahore
Anum saeed baig,2 months ago on,"Poor level, I experienced at this hotel is unparalleled in my life. I strongly advise against using their services. It is not suitable for families, as hidden cameras are utilized throughout the premises.",Indigo Hotel lahore
jerry malik,3 months ago on,Indigo Heights Hotel & Suites offers a delightful stay with its modern amenities and attentive service. The sleek design and comfortable accommodations create a welcoming atmosphere for guests. The hotel's location provides easy access to …,Indigo Hotel lahore
ROUSA TARIQ,3 months ago on,"Excellent Place to visit .Nestled in the heart of Lahore, Indigo Heights Hotel and Suites stands as a beacon of luxury and hospitality, offering guests an unparalleled experience in every aspect of their stay. …",Indigo Hotel lahore
iqbal khokhar,3 months ago on,"I had to visit Lahore with my family for a wedding. I read the reviews on google and decided to check indigo heights hotel and it was as beautiful as the reviews mentioned. The staff was cooperative,the rooms were clean and the overall ambiance was great. Highly recommend.",Indigo Hotel lahore
HaseeB Malik,3 months ago on,"""Wow! I had an amazing stay at the Indigo Hotel and Suites . The staff was incredibly friendly and attentive, making me feel right at home. The rooms were clean, comfortable, and beautifully designed. The hotel's location was perfect, with …",Indigo Hotel lahore
Hafsa Akhtar,3 months ago on,"Nestled in Lahore's bustling heart, this hotel exudes elegance and sophistication. With plush accommodations, impeccable service, and a range of dining options, guests are treated to a luxurious experience. The convenient location allows …",Indigo Hotel lahore
Rehan Tariq,4 months ago on,"The Demography is perfect in providing an authentic experience to immerse yourself in the true essence and cultural richness of the region.
I really appreciate friendly and attentive staff who go above and beyond to …",Indigo Hotel lahore
Junaid Ashar,a month ago on,I stayed here last night & the overall experience was terrible. Rooms were not cleaned; staff & service was so poor. Our room AC was not working Properly & despite so many complaints the response from management was very disappointed. after …,Indigo Hotel lahore
Rawal Khan,4 months ago on,"Exceptional Services including overall environment.
1. ""Impeccable service, luxurious rooms, and a memorable stay. Highly recommend this hotel!"" …",Indigo Hotel lahore
Zainab Khanan,3 months ago on,"This is one of the best place, I have ever seen. Their rooms are really in good conditions mean comfortable bed, decorated furnitures etc. Their Location is best for seeing beautiful scenery. I highly recommended you to visit this Hotel once in life very very beautiful. I really liked it.",Indigo Hotel lahore
Haji Hussnain Shah,2 months ago on,"Indigo Heights Hotel & Suites offers a modern oasis in the heart of the Lahore city. From the moment you step into the sleek lobby, you're greeted with contemporary elegance and attentive service. The rooms are spacious and tastefully …",Indigo Hotel lahore
Muhammad Bilal Waheed,3 months ago on,"From the moment I stepped into the grand marble lobby, adorned with cascading orchids, I knew this wasn't your average hotel. My oceanfront suite boasted a private balcony with an infinity pool overlooking the turquoise waters, a true …",Indigo Hotel lahore
